기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),일사(MJ/m2),3시간신적설(cm),전운량(10분위),시간,노면상태
4.9,0.0,3.2,58.0,5.0,-2.6,0.0,0.0,8.0,23,0.0
2.9,0.0,5.0,60.0,4.5,-4.1,0.0,0.0,6.0,22,0.0
6.6,0.05,3.3,58.0,5.7,-1.0,0.52,0.0,10.0,12,0.0
9.3,0.0,4.2,54.0,6.433333333333334,0.6666666666666666,0.37,0.0,9.0,16,0.0
8.9,0.0,1.6,55.0,6.2,0.3,0.17,0.0,5.0,18,0.0
4.8,0.0,1.8,54.0,4.6,-3.7,1.27,0.0,0.0,10,0.0
4.6,0.0,3.2,55.0,4.7,-3.6,0.03,0.0,0.0,18,0.0
1.0,0.0,1.1,60.0,3.9,-5.9,0.0,0.0,0.0,22,0.0
-0.5,0.0,2.0,58.0,3.4,-7.7,0.06,0.0,1.0,18,0.0
-1.5,0.0,1.4,59.0,3.2,-8.4,0.23,0.0,0.0,9,0.0
-0.6,0.0,1.8,59.0,3.4,-7.7,0.0,0.0,5.0,21,0.0
2.2,0.0,2.2,58.0,4.133333333333334,-5.3,0.0,0.0,0.0,23,0.0
3.2,0.0,2.5,57.0,4.4,-4.5,0.0,0.0,0.0,22,0.0
1.4,0.0,2.1,56.0,3.8,-6.4,0.0,0.0,0.0,5,0.0
3.6,0.0,1.6,55.0,4.3,-4.6,0.0,0.0,6.333333333333333,19,0.0
5.7,0.0,1.7,54.0,4.9,-2.9,0.0,0.0,9.0,6,0.0
-2.0,0.0,3.5,59.0,3.0,-9.366666666666667,1.05,0.0,3.0,11,0.0
4.5,0.0,4.1,54.0,4.5,-4.0,0.87,0.0,0.0,10,0.0
1.9,0.0,3.1,61.0,4.3,-4.8,0.21,0.0,5.0,17,0.0
3.5,0.0,0.8,54.0,4.466666666666667,-4.2,1.08,0.0,0.0,11,0.0
0.1,0.0,1.0,56.0,3.5,-7.6,1.31,0.0,1.0,11,0.0
-1.8,0.05,5.4,58.0,3.2333333333333334,-8.666666666666666,0.0,0.0,8.0,7,0.0
0.6,0.0,1.1,57.0,3.6,-6.9,0.0,0.0,0.0,5,0.0
0.6,0.0,2.8,60.0,3.8,-6.2,0.0,0.0,0.0,22,0.0
4.9,0.0,1.9,56.0,4.9,-3.1,0.0,0.0,8.333333333333334,2,0.0
-1.0,0.0,2.7,58.0,3.3,-8.2,0.53,0.0,1.0,16,0.0
2.5,0.0,0.4,58.0,4.2,-4.9,0.0,0.0,0.0,23,0.0
6.7,0.0,3.3,54.0,5.3,-1.9,0.06,0.0,7.666666666666667,19,0.0
3.2,0.0,3.5,60.0,4.6,-3.8,0.0,0.0,0.0,21,0.0
3.8,0.0,2.7,56.0,4.5,-4.1,0.0,0.0,7.333333333333333,2,0.0
-0.6,0.0,1.4,57.0,3.3,-8.0,0.5,0.0,0.0,9,0.0
8.6,0.0,3.6,53.0,5.9,-0.4,0.84,0.0,5.0,14,0.0
1.1,0.0,2.0,60.0,4.3,-4.866666666666667,0.0,0.0,9.0,8,0.0
1.4,0.0,1.3,57.0,3.8,-6.2,0.0,0.0,0.0,19,0.0
0.6,0.0,2.2,56.0,3.6,-7.1,0.21,0.0,8.0,17,0.0
6.1,0.0,1.5,53.0,5.0,-2.7,0.84,0.0,7.0,14,0.0
8.3,0.0,2.6,54.0,5.9,-0.4,0.12,0.0,3.0,17,0.0
0.5,0.0,2.7,60.0,3.8,-6.3,0.0,0.0,0.0,22,0.0
5.1,0.0,0.7,59.0,5.2,-2.2,0.16,0.0,9.0,17,0.0
-2.1,0.05,1.0,59.0,3.1,-9.0,0.0,0.0,9.0,6,0.0
3.7,0.0,2.1,60.0,4.8,-3.3,0.29,0.0,10.0,12,0.0
-2.2,0.0,1.0,59.0,3.0,-9.366666666666667,0.0,0.0,4.666666666666667,8,0.0
0.1,0.0,2.7,58.0,3.6,-7.2,0.0,0.0,9.0,3,0.0
5.4,0.0,3.2,57.0,5.3,-1.8666666666666667,0.0,0.0,1.3333333333333337,23,0.0
2.7,0.0,3.7,60.0,4.4,-4.3,0.1,0.0,7.0,8,0.0
7.4,0.0,3.2,53.0,5.5,-1.5,0.99,0.0,5.0,14,0.0
0.1,0.0,1.4,57.0,3.5,-7.4,0.0,0.0,7.0,3,0.0
4.5,0.0,1.6,59.0,5.0,-2.8,0.0,0.0,0.6666666666666666,22,0.0
2.4,0.0,1.7,58.0,4.2,-5.0,0.0,0.0,0.0,4,0.0
5.4,0.0,0.9,59.0,5.3,-1.9,0.89,0.0,10.0,13,0.0
2.0,0.0,3.4,55.0,3.9,-6.1,0.44,0.0,7.0,16,0.0
6.5,0.0,6.3,54.0,5.2,-2.1,0.11,0.0,2.0,8,0.0
8.0,0.0,2.3,53.0,5.7,-1.0,0.31,0.0,9.0,9,0.0
-1.0,0.0,1.0,60.0,3.4,-7.7,0.0,0.0,8.0,6,0.0
6.8,0.0,3.3,58.0,5.7,-0.9,0.0,0.0,3.0,18,0.0
-2.3,0.0,4.7,59.0,3.0,-9.2,0.01,0.0,6.0,8,0.0
7.6,0.0,4.3,53.0,5.6,-1.1,0.29,0.0,7.0,15,0.0
8.6,0.0,5.0,53.0,5.9,-0.4,1.12,0.0,10.0,15,0.0
8.0,0.0,5.7,57.0,6.1,0.0,1.96,0.0,8.0,12,0.0
9.9,0.0,2.1,53.0,6.4,0.7,0.76,0.0,7.0,10,0.0
3.3,0.0,3.0,58.0,4.5,-4.1,0.0,0.0,0.0,4,0.0
6.4,0.0,0.9,58.0,5.6,-1.2,0.31,0.0,10.0,15,0.0
-0.3,0.0,3.4,61.0,3.6,-6.9,0.57,0.0,10.0,11,0.0
5.4,0.0,3.1,53.0,4.8,-3.4,1.02,0.0,6.0,13,0.0
1.1,0.0,2.4,60.0,4.0,-5.8,0.0,0.0,8.0,6,0.0
4.0,0.0,0.9,54.0,4.4,-4.4,0.01,0.0,6.0,7,0.0
2.4,0.0,3.9,58.0,4.2,-5.0,0.0,0.0,0.0,4,0.0
-0.7,0.0,2.7,60.0,3.5,-7.5,0.0,0.0,10.0,22,0.0
-0.4,0.0,2.3,57.0,3.4,-7.8,0.0,0.0,0.0,7,0.0
-0.7,0.0,3.3,57.0,3.3,-8.1,1.54,0.0,0.0,12,0.0
3.9,0.0,1.8,54.0,4.4,-4.466666666666667,1.89,0.0,0.0,11,0.0
5.0,0.0,2.6,59.0,5.2,-2.3,0.0,0.0,7.666666666666667,19,0.0
2.7,0.0,2.5,56.0,4.2,-5.2,0.0,0.0,7.0,21,0.0
10.2,0.0,2.2,53.0,6.6,1.0,1.17,0.0,7.0,13,0.0
5.7,0.0,2.3,55.0,5.0,-2.6,0.03,0.0,0.0,19,0.0
5.6,0.0,2.8,55.0,5.0,-2.7,0.0,0.0,0.0,19,0.0
10.8,0.0,1.7,54.0,7.0,1.8,1.81,0.0,7.0,12,0.0
-0.1,0.0,3.9,58.0,3.5,-7.3,0.0,0.0,4.0,21,0.0
0.4,0.0,2.7,56.0,3.5,-7.3,1.03,0.0,0.0,9,0.0
-1.4,0.0,0.1,60.0,3.3,-8.1,0.25,0.0,0.0,9,0.0
-2.2,0.05,4.4,58.0,3.0,-9.3,0.51,0.0,8.0,12,0.0
-1.2,0.0,1.4,59.0,3.2666666666666666,-8.466666666666667,0.0,0.0,0.0,7,0.0
2.4,0.0,3.5,55.0,4.0,-5.7,1.69,0.0,1.0,14,0.0
-1.2,0.0,1.3,61.0,3.4,-7.7,0.2,0.0,8.0,9,0.0
5.5,0.0,1.2,56.0,5.1,-2.5,0.0,0.0,8.333333333333334,2,0.0
4.9,0.0,5.0,59.0,5.1,-2.4,0.0,0.0,7.0,7,0.0
-2.3,0.0,3.1,58.0,3.0,-9.4,0.97,0.0,7.0,12,0.0
0.3,0.0,2.0,60.0,3.8,-6.5,0.0,0.0,0.0,22,0.0
9.9,0.0,2.8,54.0,6.6,1.0,1.21,0.0,4.0,15,0.0
-1.6,0.0,1.5,60.0,3.3,-8.3,0.0,0.0,5.0,20,0.0
-1.7,0.0,1.1,60.0,3.2,-8.4,0.39,0.0,0.0,9,0.0
0.7,0.0,1.7,55.0,3.5,-7.3,0.15,0.0,9.0,9,0.0
5.0,0.0,2.7,55.0,4.9,-3.0,0.0,0.0,9.0,3,0.0
1.3,0.0,1.5,56.0,3.8,-6.5,0.0,0.0,0.0,5,0.0
-1.5,0.0,1.1,58.0,3.2333333333333334,-8.666666666666668,0.0,0.0,2.333333333333333,7,0.0
0.4,0.0,2.4,58.0,3.6,-6.9,0.0,0.0,0.0,20,0.0
4.0,0.0,4.7,60.0,4.9,-3.0,0.11,0.0,0.0,18,0.0
0.3,0.0,1.3,61.0,3.8,-6.3,0.0,0.0,6.666666666666667,22,0.0
8.9,0.05,2.0,55.0,6.2,0.3,0.0,0.0,10.0,18,0.0
4.4,0.0,2.6,60.0,5.0,-2.7,0.0,0.0,3.0,18,0.0
1.3,0.0,3.4,58.0,3.9,-6.0,0.0,0.0,0.0,4,0.0
8.3,0.0,1.2,54.0,5.9,-0.4,0.44,0.0,1.0,16,0.0
-2.6,0.0,2.0,59.0,3.0,-9.5,0.31,0.0,9.0,9,0.0
-0.6,0.0,3.3,57.0,3.2666666666666666,-8.3,0.66,0.0,0.0,10,0.0
3.4,0.0,4.2,55.0,4.3,-4.8,0.0,0.0,8.666666666666666,19,0.0
2.8,0.0,2.7,55.0,4.1,-5.3,0.02,0.0,7.0,18,0.0
2.6,0.0,2.3,54.0,4.0,-5.7,0.86,0.0,8.0,13,0.0
-0.4,0.0,0.3,57.0,3.4,-7.8,0.0,0.0,0.0,7,0.0
-1.8,0.0,3.9,60.0,3.2,-8.5,0.27,0.0,0.0,9,0.0
1.6,0.0,2.7,55.0,3.8,-6.4,0.35,0.0,0.0,9,0.0
0.4,0.0,2.1,57.0,3.6,-7.1,0.0,0.0,6.666666666666667,20,0.0
8.1,0.05,5.6,53.0,5.7,-0.9,0.55,0.0,10.0,15,0.0
0.9,0.0,2.3,57.0,3.7,-6.6,0.0,0.0,8.333333333333334,2,0.0
-0.4,0.0,3.4,58.0,3.5,-7.6,0.0,0.0,9.0,21,0.0
0.1,0.0,1.7,61.0,3.8,-6.5,1.17,0.0,7.0,10,0.0
3.8,0.0,2.1,60.0,4.8,-3.2,0.03,0.0,0.0,19,0.0
4.1,0.0,1.6,60.0,4.9,-2.9,0.0,0.0,3.0,19,0.0
0.8,0.0,1.5,60.0,3.9,-6.0,0.0,0.0,9.0,6,0.0
-0.8,0.0,3.4,61.0,3.5,-7.3,0.0,0.0,0.0,19,0.0
0.9,0.0,4.3,58.0,3.8,-6.4,0.0,0.0,0.0,21,0.0
-3.0,0.0,2.1,60.0,3.0,-9.6,0.03,0.0,7.0,8,0.0
2.0,0.0,2.9,56.0,4.0,-5.8,0.0,0.0,7.0,20,0.0
6.0,0.0,2.9,53.0,5.0,-2.8,1.11,0.0,6.0,14,0.0
3.0,0.0,3.4,60.0,4.5,-4.0,0.0,0.0,0.0,22,0.0
4.3,0.0,1.5,58.0,4.8,-3.2,0.0,0.0,0.0,4,0.0
1.5,0.0,4.5,58.0,4.0,-5.8,0.0,0.0,0.0,4,0.0
1.0,0.0,2.4,60.0,3.9,-5.9,0.03,0.0,0.0,7,0.0
0.5,0.0,4.0,61.0,3.9,-6.1,0.0,0.0,0.0,20,0.0
1.5,0.0,3.1,57.0,3.9,-6.1,0.0,0.0,10.0,22,0.0
10.1,0.0,5.0,54.0,6.6,1.1,1.73,0.0,7.0,15,0.0
5.4,0.0166666666666666,3.0,59.0,5.3,-1.9,1.32,0.0,10.0,10,0.0
1.1,0.0,1.6,61.0,4.166666666666667,-5.133333333333334,0.0,0.0,4.0,20,0.0
8.6,0.0,3.1,54.0,6.0,-0.2,0.26,0.0,3.0,17,0.0
5.2,0.0,3.3,56.0,5.0,-2.8,0.0,0.0,6.0,2,0.0
1.3,0.05,0.9,61.0,4.1,-5.4,0.68,0.0,9.0,14,0.0
9.2,0.0,3.3,55.0,6.4,0.6,0.0,0.0,7.0,18,0.0
4.8,0.0,2.0,58.0,5.0,-2.7,0.0,0.0,9.0,3,0.0
-0.7,0.0,2.6,58.0,3.4,-7.9,0.06,0.0,1.0,18,0.0
0.0,0.0,1.9,61.0,3.7,-6.6,0.0,0.0,2.0,21,0.0
6.8,0.0,1.6,58.0,5.7,-0.9,0.77,0.0,10.0,11,0.0
2.1,0.0,0.9,56.0,4.0,-5.7,0.0,0.0,1.0,18,0.0
3.1,0.0,1.5,56.0,4.3,-4.8,0.0,0.0,6.333333333333334,2,0.0
6.5,0.05,3.5,53.0,5.1,-2.4,0.2,0.0,10.0,15,0.0
-2.7,0.0,1.6,61.0,3.0,-9.5,0.14,0.0,8.0,9,0.0
5.3,0.0,1.7,55.0,4.9,-3.0,0.0,0.0,10.0,3,0.0
5.7,0.0,0.3,55.0,5.0,-2.6,0.0,0.0,9.0,3,0.0
4.4,0.0,1.3,58.0,4.9,-3.1,0.0,0.0,0.0,4,0.0
-1.2,0.0,2.8,60.0,3.4,-7.9,0.0,0.0,0.6666666666666667,19,0.0
4.6,0.0,2.4,58.0,4.9,-2.9,0.0,0.0,0.0,4,0.0
0.6,0.0,3.9,61.0,3.9,-6.0,0.64,0.0,8.0,11,0.0
0.1,0.0,3.2,59.0,3.8,-6.466666666666667,0.0,0.0,3.333333333333333,23,0.0
-1.9,0.0,3.9,58.0,3.1,-9.0,0.55,0.0,3.0,9,0.0
-2.3,0.0,0.9,61.0,3.1,-8.8,0.71,0.0,2.0,10,0.0
5.7,0.0,2.5,59.0,5.4,-1.7,0.3,0.0,5.0,8,0.0
1.3,0.0,0.6,60.0,4.133333333333334,-5.2,0.0,0.0,2.0,7,0.0
0.6,0.0,1.7,58.0,3.7,-6.7,0.0,0.0,0.0,4,0.0
0.5,0.0,2.7,55.0,3.5,-7.5,1.02,0.0,7.0,10,0.0
2.0,0.0166666666666666,4.7,60.0,4.2,-4.9,0.0,0.0,8.0,7,0.0
2.3,0.0,1.7,57.0,4.1,-5.3,0.0,0.0,0.0,21,0.0
10.1,0.0,3.4,55.0,6.8,1.4,0.72,0.0,8.0,14,0.0
3.0,0.0,1.0,59.0,4.5,-4.2,0.0,0.0,8.0,4,0.0
0.7,0.0,1.5,55.0,3.5,-7.3,0.0,0.0,7.0,8,0.0
-0.1,0.0,2.7,59.0,3.6,-7.1,0.0,0.0,3.0,4,0.0
6.2,0.0,4.5,59.0,5.6,-1.2,1.36,0.0,6.0,11,0.0
8.4,0.0,2.8,57.0,6.2,0.3,0.59,0.0,7.0,12,0.0
6.0,0.0,0.4,58.0,5.4,-1.6,0.0,0.0,5.0,21,0.0
4.8,0.0,2.8,58.0,5.0,-2.7,0.0,0.0,0.0,4,0.0
-0.8,0.0,1.3,58.0,3.3,-8.0,0.0,0.0,0.0,6,0.0
3.3,0.0,3.3,54.0,4.2,-5.1,0.32,0.0,7.0,15,0.0
2.4,0.0,2.5,59.0,4.3,-4.8,0.0,0.0,0.0,5,0.0
5.5,0.0,1.5,53.0,4.8,-3.3,1.27,0.0,5.0,13,0.0
4.8,0.0,2.9,54.0,4.6,-3.7,1.26,0.0,0.0,9,0.0
8.3,0.0,3.6,57.0,6.2,0.2,0.07,0.0,7.0,8,0.0
9.5,0.0166666666666666,2.6,54.0,6.4,0.6,0.31,0.0,10.0,16,0.0
-0.3,0.0,3.7,61.0,3.633333333333333,-7.1000000000000005,0.0,0.0,0.3333333333333333,20,0.0
5.3,0.1999999999999999,0.0,56.0,5.0,-2.7,0.0,0.0,10.0,23,0.0
-0.2,0.0,2.0,59.0,3.6,-7.2,0.0,0.0,9.0,4,0.0
4.9,0.0,2.4,59.0,5.1,-2.4,0.0,0.0,10.0,18,0.0
9.2,0.0,2.5,53.0,6.2,0.1,0.59,0.0,9.0,15,0.0
0.3,0.0,0.1,60.0,3.8,-6.5,0.0,0.0,6.0,5,0.0
0.7,0.0,3.3,61.0,3.9,-5.9,0.0,0.0,0.0,20,0.0
-2.9,0.0,2.3,60.0,3.0,-9.5,0.01,0.0,6.0,7,0.0
7.3,0.0,2.8,58.0,5.9,-0.4,1.2,0.0,0.0,9,0.0
7.0,0.0,1.0,54.0,5.4,-1.6,0.0,0.0,5.0,6,0.0
-0.9,0.0,2.7,59.0,3.4,-7.9,0.0,0.0,0.0,6,0.0
0.7,0.0,2.9,58.0,3.7,-6.6,0.0,0.0,0.0,21,0.0
2.0,0.0,1.4,60.0,4.2,-4.9,0.3,0.0,0.0,8,0.0
7.9,0.0333333333333333,4.2,57.0,6.1,-0.1,0.33,0.0,10.0,11,0.0
-2.4,0.0,4.1,59.0,3.0,-9.3,0.99,0.0,3.0,11,0.0
-1.8,0.0,3.3,62.0,3.1666666666666665,-8.933333333333334,0.13,0.0,3.0,17,0.0
-0.8,0.0,1.1,59.0,3.4,-7.9,0.0,0.0,0.0,6,0.0
1.7,0.0,3.9,61.0,4.2,-5.0,0.02,0.0,2.0,19,0.0
6.0,0.0,1.6,57.0,5.4,-1.8,0.0,0.0,8.0,23,0.0
6.1,0.0,5.3,54.0,5.1,-2.5,0.0,0.0,7.333333333333333,19,0.0
-1.2,0.0,1.0,58.0,3.2333333333333334,-8.333333333333334,0.01,0.0,0.0,8,0.0
3.2,0.0,1.1,56.0,4.3,-4.7,0.0,0.0,10.0,22,0.0
-2.4,0.0,2.1,58.0,3.0,-9.5,0.39,0.0,9.0,10,0.0
-2.6,0.0,2.2,61.0,3.1,-9.0,0.83,0.0,2.0,10,0.0
4.6,0.0,2.0,53.0,4.5,-4.1,1.48,0.0,6.0,12,0.0
-1.1,0.0,1.5,58.0,3.2666666666666666,-8.166666666666666,0.0,0.0,0.0,7,0.0
5.5,0.0,0.5,59.0,5.4,-1.8,0.38,0.0,4.0,8,0.0
-2.1,0.0,4.8,58.0,3.0,-9.2,0.93,0.0,4.0,11,0.0
-2.1,0.0,0.8,60.0,3.1,-8.8,0.49,0.0,0.0,9,0.0
9.0,0.0,4.3,54.0,6.2,0.1,1.07,0.0,0.0,9,0.0
1.9,0.0,1.8,59.0,4.2,-5.2,0.0,0.0,0.0,5,0.0
4.2,0.0,2.7,53.0,4.4,-4.5,0.69,0.0,9.0,11,0.0
4.9,0.05,1.4,59.0,5.1,-2.4,0.0,0.0,10.0,18,0.0
0.2,0.0,1.1,56.0,3.5,-7.5,0.72,0.0,0.0,10,0.0
0.2,0.0,2.1,58.0,3.6,-7.1,0.0,0.0,0.0,20,0.0
-1.7,0.0,2.6,61.0,3.3,-8.2,0.0,0.0,2.666666666666667,20,0.0
3.2,0.0,1.1,54.0,4.433333333333334,-4.633333333333333,0.13,0.0,10.0,16,0.0
6.4,0.0,3.7,59.0,5.7,-1.0,1.15,0.0,3.0,13,0.0
-2.4,0.0666666666666666,3.1,58.0,3.0,-9.5,0.21,0.0166666666666666,9.0,10,0.0
4.4,0.0,2.2,54.0,4.6000000000000005,-3.8333333333333335,0.25,0.0,4.0,17,0.0
-2.4,0.0,2.0,58.0,3.0,-9.5,0.12,0.0,8.0,9,0.0
9.2,0.0,5.3,53.0,6.2,0.1,0.98,0.0,9.0,15,0.0
10.4,0.0,1.2,54.0,6.8,1.4,2.47,0.0,1.0,12,0.0
0.2,0.0,4.6,56.0,3.5,-7.5,0.08,0.0,1.0,8,0.0
0.5,0.0,1.7,57.0,3.6,-7.0,0.0,0.0,4.666666666666667,20,0.0
-1.7,0.0,2.0,59.0,3.2,-8.6,0.24,0.0,0.0,8,0.0
0.8,0.0,2.4,56.0,3.6,-6.9,0.06,0.0,8.625,18,0.0
-2.8,0.0,4.4,61.0,3.0,-9.2,0.4,0.0,5.0,9,0.0
4.7,0.0,0.4,58.0,5.0,-2.8,0.0,0.0,0.0,4,0.0
3.0,0.0,2.4,55.0,4.2,-5.1,0.34,0.0,2.0,17,0.0
4.3,0.0,1.2,60.0,5.0,-2.7,0.4,0.0,9.0,14,0.0
-1.1,0.0,2.8,61.0,3.5,-7.6,0.0,0.0,8.0,21,0.0
-1.8,0.0666666666666666,2.4,59.0,3.2,-8.7,0.0,0.0666666666666666,10.0,5,0.0
4.4,0.0,1.3,55.0,4.6,-3.8,0.0,0.0,8.0,21,0.0
-0.1,0.05,3.8,56.0,3.4,-7.8,0.0,0.0,7.0,5,0.0
-3.5,0.05,2.4,61.0,2.9,-9.9,0.8,0.0,10.0,12,0.0
5.8,0.0,2.1,59.0,5.4,-1.6,0.59,0.0,9.0,10,0.0
7.1,0.0166666666666666,3.4,58.0,5.8,-0.6,1.16,0.0,6.0,16,0.0
3.2,0.0,3.8,55.0,4.3,-4.7,0.0,0.0,0.0,6,0.0
2.3,0.0,2.2,61.0,4.4,-4.4,0.08,0.0,6.0,18,0.0
-0.9,0.0,6.8,61.0,3.5,-7.4,0.41,0.0,5.0,9,0.0
4.4,0.0,0.6,56.0,4.7,-3.6,0.0,0.0,0.0,4,0.0
5.2,0.0,5.1,58.0,5.1,-2.4,0.0,0.0,0.0,23,0.0
2.1,0.0,0.3,60.0,4.3,-4.8,0.0,0.0,0.0,23,0.0
3.8,0.0,2.9,54.0,4.3,-4.6,1.34,0.0,0.0,12,0.0
2.4,0.0,3.1,61.0,4.3,-4.7,0.1,0.0,9.0,17,0.0
4.9,0.0,1.5,54.0,4.7,-3.6,0.0,0.0,6.0,6,0.0
-0.1,0.0,5.7,57.0,3.5,-7.6,0.0,0.0,8.0,19,0.0
-1.1,0.0,1.7,61.0,3.5,-7.6,0.01,0.0,6.0,8,0.0
-0.6,0.0,1.0,60.0,3.5,-7.4,0.0,0.0,6.333333333333334,23,0.0
5.7,0.05,2.0,53.0,4.9,-3.1,0.22,0.0,10.0,15,0.0
-1.0,0.0,2.8,58.0,3.3,-8.2,0.0,0.0,7.0,3,0.0
7.6,0.0,3.7,58.0,6.1,-0.1,1.55,0.0,2.0,11,0.0
2.1,0.0,5.6,61.0,4.3,-4.6,0.16,0.0,7.0,17,0.0
5.2,0.0333333333333333,5.0,57.0,5.0,-2.6,0.0,0.0,10.0,2,0.0
5.9,0.0,2.7,59.0,5.5,-1.5,1.45,0.0,0.0,10,0.0
9.2,0.0,3.3,53.0,6.2,0.1,2.23,0.0,8.0,15,0.0
5.1,0.0,1.1,54.0,4.8,-3.4,0.26,0.0,1.0,8,0.0
6.9,0.0,1.4,57.0,5.7,-1.0,0.0,0.0,4.666666666666667,2,0.0
3.3,0.0,3.2,54.0,4.2,-5.1,0.59,0.0,0.0,10,0.0
4.6,0.0,1.6,54.0,4.6,-3.9,0.0,0.0,9.0,6,0.0
-1.9,0.05,2.7,59.0,3.1,-8.8,0.0,0.0,10.0,5,0.0
5.4,0.0,5.1,59.0,5.3,-1.9,0.04,0.0,5.0,19,0.0
-1.2,0.0,2.0,61.0,3.4,-7.7,0.78,0.0,0.0,10,0.0
1.9,0.0,3.5,58.0,4.1,-5.5,0.0,0.0,8.0,2,0.0
-1.0,0.0,4.3,59.0,3.3,-8.0,0.0,0.0,6.0,4,0.0
3.8,0.0,2.3,54.0,4.3,-4.6,2.14,0.0,0.0,12,0.0
5.6,0.0,2.2,53.0,4.8,-3.2,0.36,0.0,10.0,15,0.0
1.1,0.0,4.3,61.0,4.1,-5.5,0.0,0.0,0.0,19,0.0
4.0,0.0,1.0,56.0,4.5,-4.0,0.0,0.0,6.333333333333333,23,0.0
-0.3,0.0,2.9,57.0,3.4,-7.8,0.0,0.0,10.0,19,0.0
1.4,0.0,4.1,58.0,3.9,-5.9,0.0,0.0,6.0,2,0.0
9.0,0.0,2.1,56.0,6.4,0.6,0.01,0.0,9.0,7,0.0
6.3,0.0,2.2,58.0,5.6,-1.3,0.0,0.0,6.333333333333334,20,0.0
9.1,0.0,3.6,53.0,6.0,-0.2,2.16,0.0,3.0,13,0.0
2.7,0.0,3.3,57.0,4.2,-4.9,0.0,0.0,0.0,3,0.0
2.1,0.0,1.1,56.0,4.0,-5.7,0.0,0.0,2.0,19,0.0
6.1,0.0,2.8,53.0,5.0,-2.7,2.03,0.0,7.0,15,0.0
4.6,0.0,2.6,57.0,4.8,-3.2,0.0,0.0,7.666666666666667,1,0.0
8.8,0.0,5.2,55.0,6.2,0.2,0.0,0.0,6.333333333333333,19,0.0
4.8,0.0,1.2,53.0,4.6,-3.9,0.97,0.0,10.0,14,0.0
-0.6,0.0,1.4,61.0,3.6,-7.2,0.76,0.0,0.0,10,0.0
6.4,0.0,0.7,53.0,5.1,-2.5,0.21,0.0,10.0,9,0.0
-0.2,0.4666666666666666,2.7,59.0,3.6,-7.2,0.0,0.6,10.0,4,0.0
5.7,0.0,4.0,53.0,4.9,-3.1,0.82,0.0,8.0,15,0.0
6.3,0.0,0.5,53.0,5.1,-2.5,0.34,0.0,10.0,9,0.0
0.8,0.0,1.2,61.0,3.7,-6.833333333333333,0.62,0.0,0.0,10,0.0
6.2,0.0,2.1,59.0,5.6,-1.2,2.16,0.0,0.0,12,0.0
-0.4,0.0,3.1,59.0,3.5,-7.4,0.0,0.0,0.0,20,0.0
-3.1,0.0,1.8,60.0,2.9,-9.7,0.17,0.0,5.0,8,0.0
4.0,0.0,1.8,58.0,4.833333333333333,-3.1666666666666665,0.0,0.0,4.333333333333333,2,0.0
-1.6,0.0,7.1,57.0,3.1,-9.0,0.8,0.0,7.0,10,0.0
7.9,0.1999999999999999,1.9,56.0,6.0,-0.3,0.0,0.0,10.0,20,0.0
2.1,0.0,1.1,60.0,4.3,-4.8,0.0,0.0,9.0,7,0.0
3.1,0.05,1.2,54.0,4.1,-5.3,0.2,0.0,10.0,15,0.0
-0.3,0.0,2.1,57.0,3.4,-7.8,0.0,0.0,6.0,3,0.0
2.9,0.0,1.4,60.0,4.6000000000000005,-3.9333333333333336,0.0,0.0,2.0,23,0.0
2.2,0.0,0.7,60.0,4.3,-4.7,0.39,0.0,0.0,8,0.0
0.6,0.0,3.9,57.0,3.6,-6.9,0.0,0.0,3.6666666666666665,20,0.0
0.4,0.0,1.0,58.0,3.6,-6.9,0.0,0.0,5.0,2,0.0
9.1,0.1999999999999999,3.2,56.0,6.4,0.7,0.13,0.0,10.0,11,0.0
10.1,0.0,3.5,53.0,6.5,0.9,1.41,0.0,6.0,14,0.0
4.1,0.0,4.2,57.0,4.7,-3.6,0.0,0.0,7.333333333333333,1,0.0
1.8,0.0,0.8,55.0,3.8,-6.2,1.49,0.0,0.0,12,0.0
1.0,0.0,0.8,60.0,3.9,-5.9,0.0,0.0,6.0,5,0.0
-1.2,0.0,1.3,60.0,3.4,-7.9,0.0,0.0,9.0,22,0.0
7.0,0.0,2.8,53.0,5.3,-1.9,0.98,0.0,5.0,9,0.0
7.1,0.0,0.5,56.0,5.6,-1.1,0.0,0.0,10.0,2,0.0
6.8,0.0,2.5,53.0,5.2,-2.1,0.19,0.0,10.0,16,0.0
-0.6,0.0,3.4,58.0,3.4,-7.8,0.0,0.0,10.0,21,0.0
2.1,0.0,0.8,57.0,4.1,-5.5,0.0,0.0,2.0,22,0.0
3.9,0.0,4.2,58.0,4.7,-3.6,0.0,0.0,7.666666666666667,2,0.0
2.7,0.0,1.9,60.0,4.4,-4.3,0.0,0.0,7.0,7,0.0
3.2,0.0,1.1,54.0,4.2,-5.2,0.82,0.0,0.0,10,0.0
7.3,0.0,1.9,58.0,5.9,-0.4,0.54,0.0,8.0,11,0.0
1.6,0.0,3.0,59.0,4.1,-5.5,0.0,0.0,8.0,3,0.0
-1.6,0.0,4.2,61.0,3.3,-8.1,0.0,0.0,1.6666666666666663,20,0.0
5.6,0.0,1.9,59.0,5.4,-1.7,0.69,0.0,0.0,9,0.0
5.2,0.0,1.6,57.0,5.0,-2.6,0.0,0.0,7.0,1,0.0
